sha256,isMalicious,Chabada,Gcata,apisList
3CEE0B8FA80BC9571B3B9D2EB5671886D395B39F55A3CC2D27CAC3B606DE72C2,True,42,22,"['android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.accounts.AccountManager.getAuthToken', 'android.accounts.AccountManager.invalidateAuthToken', 'android.widget.VideoView.start', 'android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.telephony.TelephonyManager.listen', 'android.telephony.TelephonyManager.listen', 'android.net.wifi.WifiManager.getConnectionInfo', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.location.LocationManager.getBestProvider', 'android.location.LocationManager.getLastKnownLocation', 'android.location.LocationManager.requestLocationUpdates', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.app.DownloadManager.enqueue', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.location.LocationManager.getBestProvider', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.location.LocationManager.getProviders', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.location.LocationManager.getLastKnownLocation', 'android.net.wifi.WifiManager.getScanResults', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.net.wifi.WifiManager$WifiLock.acquire', 'android.net.wifi.WifiManager$WifiLock.release', 'android.net.wifi.WifiManager.isWifiEnabled', 'android.net.wifi.WifiManager.startScan', 'android.net.wifi.WifiManager.getConnectionInfo', 'android.widget.VideoView.stopPlayback', 'android.media.MediaPlayer.stop', 'android.os.Vibrator.cancel', 'android.media.AudioRecord.<init>', 'android.app.DownloadManager.enqueue', 'android.os.Vibrator.vibrate', 'android.os.Vibrator.cancel', 'android.os.Vibrator.vibrate', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.setVideoURI', 'android.widget.VideoView.start', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.start', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.stop', 'android.media.MediaPlayer.stop', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.net.wifi.WifiManager.getConnectionInfo', 'android.app.NotificationManager.notify', 'android.app.ActivityManager.getRunningTasks', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.stop', 'android.widget.VideoView.start', 'android.widget.VideoView.start', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.resume', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.start', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.location.LocationManager.getLastKnownLocation', 'android.app.NotificationManager.notify', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.release', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.telephony.TelephonyManager.listen', 'android.telephony.TelephonyManager.listen', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.bluetooth.BluetoothDevice.getName', 'android.bluetooth.BluetoothAdapter.isEnabled', 'android.bluetooth.BluetoothAdapter.isEnabled', 'android.bluetooth.BluetoothAdapter.isEnabled', 'android.bluetooth.BluetoothAdapter.isDiscovering', 'android.bluetooth.BluetoothAdapter.cancelDiscovery', 'android.bluetooth.BluetoothAdapter.isDiscovering', 'android.bluetooth.BluetoothAdapter.startDiscovery', 'android.bluetooth.BluetoothAdapter.isDiscovering', 'android.media.AudioRecord.<init>']"
98333696702E36BBF54FF14E34F5850DCA33CBB76EC74A07509EF6EEB8B52257,True,24,28,"['android.media.MediaPlayer.reset', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.stop', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.app.ActivityManager.getRunningTasks']"
75E32CDD153F3CB54ACA7703667659308BDEEC2BEDA973A0E82C90C410BDA0E4,True,42,22,"['android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.accounts.AccountManager.getAuthToken', 'android.accounts.AccountManager.invalidateAuthToken', 'android.widget.VideoView.start', 'android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.telephony.TelephonyManager.listen', 'android.telephony.TelephonyManager.listen', 'android.net.wifi.WifiManager.getConnectionInfo', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.location.LocationManager.getBestProvider', 'android.location.LocationManager.requestLocationUpdates', 'android.location.LocationManager.getLastKnownLocation', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.app.DownloadManager.enqueue', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.location.LocationManager.getBestProvider', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.location.LocationManager.getProviders', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.location.LocationManager.getLastKnownLocation', 'android.net.wifi.WifiManager.getScanResults', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.net.wifi.WifiManager$WifiLock.acquire', 'android.net.wifi.WifiManager$WifiLock.release', 'android.net.wifi.WifiManager.isWifiEnabled', 'android.net.wifi.WifiManager.startScan', 'android.net.wifi.WifiManager.getConnectionInfo', 'android.widget.VideoView.stopPlayback', 'android.media.MediaPlayer.stop', 'android.os.Vibrator.cancel', 'android.media.AudioRecord.<init>', 'android.app.DownloadManager.enqueue', 'android.os.Vibrator.vibrate', 'android.os.Vibrator.cancel', 'android.os.Vibrator.vibrate', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.setVideoURI', 'android.widget.VideoView.start', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.start', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.stop', 'android.media.MediaPlayer.stop', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.net.wifi.WifiManager.getConnectionInfo', 'android.app.NotificationManager.notify', 'android.app.ActivityManager.getRunningTasks', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.stop', 'android.widget.VideoView.start', 'android.widget.VideoView.start', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.resume', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.start', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.location.LocationManager.getLastKnownLocation', 'android.app.NotificationManager.notify', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.release', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.telephony.TelephonyManager.listen', 'android.telephony.TelephonyManager.listen', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.bluetooth.BluetoothDevice.getName', 'android.bluetooth.BluetoothAdapter.isEnabled', 'android.bluetooth.BluetoothAdapter.isEnabled', 'android.bluetooth.BluetoothAdapter.isEnabled', 'android.bluetooth.BluetoothAdapter.isDiscovering', 'android.bluetooth.BluetoothAdapter.cancelDiscovery', 'android.bluetooth.BluetoothAdapter.isDiscovering', 'android.bluetooth.BluetoothAdapter.startDiscovery', 'android.bluetooth.BluetoothAdapter.isDiscovering', 'android.media.AudioRecord.<init>']"
86D91A7F804F6BBA880A927B18A592D167D28ABA7B80E02264D84F4634AC4769,True,8,30,"['android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start']"
C21FD70C6881C9C093BBAB1151FE992C064A38AB5620B45529C73FD28AFF739C,True,42,20,"['android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start']"
688191A022EED99E0C5258FD7FF993E95555991A912C763A34804DA50D13DB8C,True,42,8,"['android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.getRunningTasks']"
9D6436AE84D66EA0BD38B5A944AE751A1F1554695568C26BEAAD010E8F863A2A,True,8,5,"['android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.start', 'android.widget.VideoView.pause', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks']"
9A603A68A5A697B4FA5231B64CE47D8F6A01E2FC854B630FE15D5A089571AF7F,True,8,5,"['android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks']"
2FFAE8145672191885B17033EED8FDA89931F14FA78C069A387D1CAED05F89E8,True,35,35,"['android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getSubscriberId']"
22B1BE1323D64EB266A5D50423A2B1A16EF11E7F3D5B31476FDEBE04B916CE92,True,8,22,"['android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.stopPlayback', 'android.accounts.AccountManager.getAccounts', 'android.location.LocationManager.getLastKnownLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceId', 'android.net.wifi.WifiManager.getConnectionInfo', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction']"
81D1115432E032339134EDE671B334FE366CD2BB2A8D2B8C5469D256C9030822,True,8,42,"['android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.isProviderEnabled', 'android.accounts.AccountManager.getAuthToken', 'android.accounts.AccountManager.getAuthToken', 'android.accounts.AccountManager.invalidateAuthToken', 'android.accounts.AccountManager.getAccountsByType', 'android.accounts.AccountManager.getAccountsByType', 'android.accounts.AccountManager.invalidateAuthToken', 'android.accounts.AccountManager.blockingGetAuthToken', 'android.location.LocationManager.getLastKnownLocation', 'android.location.LocationManager.requestLocationUpdates', 'android.location.LocationManager.requestLocationUpdates', 'android.location.LocationManager.isProviderEnabled', 'android.app.ActivityManager.killBackgroundProcesses']"
2FE5828ECE2AB491A7A7B0C01CCD66FCAE4D096DAB920C0DB65ACBAA37FF8522,True,42,8,"['android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify']"
29664FF92B8008250D78909E5933B2B3543111ECA3E3D75DE0DD35F3C4CB02CE,True,42,29,"['android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.net.ConnectivityManager.requestRouteToHost', 'android.net.ConnectivityManager.requestRouteToHost', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.getRunningTasks']"
CC039F9F5BAE689CA52C73EC842181CE92611D3F5D7AE2DA5B615C59EBF586F4,True,42,8,"['android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.ActivityManager.getRunningTasks', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify']"
BE8EF352C641AF86E8F134603AA31F6DD2B50EB6F2BDB40B1433E8B215D14E49,True,42,8,"['android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.ActivityManager.getRunningTasks', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction']"
F5538F6706C0F92B511663FBC1926DB728345EA15D7CEF9AA56CF7E16ED75073,True,42,35,"['android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getSubscriberId']"
1221C58DE84C10D66B0A5AEB84D918850B5231CA8E87B01BED26E92DCADE9842,True,8,32,"['android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction']"
9F7AE16E960857219B954DE4B88F141E544BEACC9372A7C402C1316ED50CE6B4,True,8,10,"['android.telephony.TelephonyManager.listen', 'android.telephony.TelephonyManager.listen', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.AudioRecord.<init>']"
3C1F916E29BC375AFF501012F051655761409D6F989821E07EF2487EE8595032,True,42,13,"['android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.app.ActivityManager.getRunningTasks', 'android.media.MediaRecorder.setAudioSource', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction']"
1D2B920FE7A5F1920E96C0B0FAD2401E86F7E801C8B7B041CB9B78909B19E026,True,8,13,"['android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks']"
B8EFE1E344F85DD1302CE19F649455E1C7284BF3E720AA3A5A6F8527E1B4CDC4,True,8,13,"['android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.start', 'android.widget.VideoView.pause', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks']"
28EEBD58C69A8022818DA3E4A70C25D0A380BF1DD10AE6F0464D6D812E5D3009,True,8,13,"['android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks']"
C56B4D9F28FB622DDB1F49EF453250FCE05FAC3ADD420837ACD4407C05C10098,True,42,20,"['android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.view.View.startDrag', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.os.Vibrator.vibrate', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.stop', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.stop', 'android.app.ActivityManager.getRunningTasks', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.location.LocationManager.requestLocationUpdates', 'android.location.LocationManager.requestLocationUpdates', 'android.location.LocationManager.getLastKnownLocation', 'android.location.LocationManager.getLastKnownLocation', 'android.location.LocationManager.getLastKnownLocation', 'android.location.LocationManager.getProvider', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getProvider', 'android.location.LocationManager.isProviderEnabled', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.start', 'android.location.LocationManager.getLastKnownLocation', 'android.location.LocationManager.getLastKnownLocation', 'android.widget.VideoView.start', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.pause', 'android.widget.VideoView.pause', 'android.widget.VideoView.pause']"
4003DB30DA4DCC3291DC4FDB1687343AE8F67FF1B592DA246BF24B126888B430,True,42,20,"['android.net.ConnectivityManager.getNetworkInfo', 'android.net.ConnectivityManager.getNetworkInfo', 'android.net.wifi.WifiManager.getConnectionInfo', 'android.telephony.TelephonyManager.getDeviceId']"
86FF1A2F6EE206BEB2C75825349EB50E4A135A1EB0084029AF316D9A76B77513,True,40,44,"['android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start']"
96A74985CBAE7F38C41095BB98521968EC096377F2AD5064F720196123AC3A0E,True,8,26,"['android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.start', 'android.widget.VideoView.pause', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks']"
B7CA2CF380A5FB46D876CD861771CEB2AC09A2C3C6C7553D446EF4D7B11FEBC0,True,42,9,"['android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.start', 'android.widget.VideoView.pause', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks']"
4F02D1D9481A088D87200D47F25231880D6059B744D24428FF51D9F3D4DE4FF6,True,42,8,"['android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify']"
96A92C997DA52B09AA1FE5E3D75F78F864E07901F7A97CB15BB94248F5803140,True,42,28,"['android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.location.LocationManager.requestLocationUpdates', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.net.wifi.WifiManager.getConnectionInfo', 'android.bluetooth.BluetoothAdapter.getAddress', 'android.telephony.TelephonyManager.getDeviceId', 'android.location.LocationManager.getLastKnownLocation', 'android.location.LocationManager.getLastKnownLocation', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getCellLocation', 'android.location.LocationManager.getProvider', 'android.location.LocationManager.getProvider', 'android.location.LocationManager.getProviders', 'android.location.LocationManager.getLastKnownLocation', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.stopPlayback']"
784D3780618AE58CFC94419D59D4BAE307AB5163564FD4C74B1DA324C7C1A2EA,True,42,5,"['android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks']"
150E4FA9BC0BCAFE8F34D634A839FCB2DF01D68E4768E30D92F990DD8DA0E4F5,True,42,13,"['android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks']"
15C2F645005C550C826D5C2F8EDD97B2E70050FFD44C1F61463B144D8E9E6BF6,True,8,16,"['android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.app.DownloadManager.enqueue', 'android.app.ActivityManager.getRunningTasks', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.pause', 'android.widget.VideoView.start']"
1ACD332F929A07A490ECAA0F1399FFE1AEBD0EEADBDF5AB1920DFE894E26D3BA,True,8,8,"['android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify']"
